"UniqueID","Probability1"
11862,0.158553947933565
11863,0.318400972941073
11864,0.00329713587042365
11865,0.670619351061758
11866,0.0298350892919269
11867,0.0238253051185773
11868,0.227647541382235
11869,0.036157182606312
11870,0.0128627608550949
11871,0.633954797916789
11872,0.211393533363255
11873,0.448923948820382
11874,0.195712807434857
11875,0.794755714997624
11876,0.162016081019954
11877,0.832869842770752
11878,0.307133896529287
11879,0.23552704149517
11880,0.210099639875319
11881,0.744060102677494
11882,0.0247461105393331
11883,0.12130868504813
11884,0.0650242607322547
11885,0.312140288932147
11886,0.123940794209275
11887,0.5604266170995
11888,0.139750935100871
11889,0.0703367901145198
11890,0.0127166041054562
11891,0.921784711049035
11892,0.142106582996113
11893,0.393248841711321
11894,0.1351721325675
11895,0.0907940992131271
11896,0.0271250646218945
11897,0.180236021561107
11898,0.19690157703886
11899,0.184981071037062
11900,0.113110580764393
11901,0.650956276438525
11902,0.934426276031198
11903,0.0393801105763186
11904,0.304053048217836
11905,0.0414697661955847
11906,0.75401402585881
11907,0.199910201805408
11908,0.214100019786572
11909,0.000890152681645013
11910,0.108771198137027
11911,0.0564052912649372
11912,0.120917677656272
11913,0.689771965382905
11914,0.396680003158844
11915,0.170641877232177
11916,0.0798768710976902
11917,0.145611629276385
11918,0.518682598652018
11919,0.0183211745209388
11920,0.113985393838076
11921,0.00608757873291472
11922,0.798586701164763
11923,0.979250355978927
11924,0.282897857572006
11925,0.980250143679556
11926,0.652449661664243
11927,0.697304919199452
11928,0.494987385579966
11929,0.270143174476777
11930,0.853219457220066
11931,0.191689969492184
11932,0.132583027829158
11933,0.704685345841542
11934,0.0138201837377574
11935,0.0714997838720549
11936,0.200329657956604
11937,0.724792604054692
11938,0.627872936541012
11939,0.0719139896264548
11940,0.555932053182087
11941,0.463286334194887
11942,0.917826332865092
11943,0.0324050130144433
11944,0.789238440386427
11945,0.949338683716689
11946,0.662457870721794
11947,0.958337346668185
11948,0.0544451940286128
11949,0.768938198117963
11950,0.672657646522838
11951,0.247330383952674
11952,0.213581762299728
11953,0.977057046653954
11954,0.253064759306915
11955,0.846209048296228
11956,0.851732323350957
11957,0.383274493539443
11958,0.113635269002752
11959,0.842159838644764
11960,0.747276453030786
11961,0.43448122504594
11962,0.0329081403727
11963,0.124684148832805
11964,0.261720371390921
11965,0.246146947250401
11966,0.767013367570636
11967,0.665637783877076
11968,0.760400424328131
11969,0.71506087827429
11970,0.883263285220774
11971,0.678407554763674
11972,0.691126966703795
11973,0.78824710110652
11974,0.993420350112541
11975,0.366197975209475
11976,0.617250123322707
11977,0.662384947805834
11978,0.461478193980549
11979,0.821154612275017
11980,0.776876584735829
11981,0.751955319363586
11982,0.789926900935542
11983,0.871700295545012
11984,0.96090020069791
11985,0.850058939704207
11986,0.262976810078748
11987,0.749509627132913
11988,0.093902197981814
11989,0.896282987434804
11990,0.778409857755504
11991,0.71818918687107
11992,0.6248714692051
11993,0.960912979950158
11994,0.197163301839318
11995,0.556597839888771
11996,0.696584346706239
11997,0.421134151236791
11998,0.277041146848282
11999,0.308796816042202
12000,0.662289080297382
12001,0.836313308048086
12002,0.926157657703837
12003,0.603595445612674
12004,0.674400483391048
12005,0.92785957576681
12006,0.891383535604262
12007,0.670413831300169
12008,0.168505386268529
12009,0.766372741662131
12010,0.932202115038964
12011,0.878111289742512
12012,0.361223916793032
12013,0.135126535986386
12014,0.746687859958531
12015,0.83543978429258
12016,0.334918852872292
12017,0.818602337451822
12018,0.796293204247573
12019,0.788863475717673
12020,0.666535250225265
12021,0.740557806305896
12022,0.735148339592206
12023,0.658517072898459
12024,0.0502839290356101
12025,0.847669611310093
12026,0.929545023282623
12027,0.902734918517728
12028,0.246274370433546
12029,0.589654989718954
12030,0.818974746617672
12031,0.920262463098641
12032,0.56500427227707
12033,0.624411698473597
12034,0.64067868749917
12035,0.0270831153017277
12036,0.0970553544832105
12037,0.405088495001234
12038,0.00373398805570372
12039,0.723623673450466
12040,0.135085740458954
12041,0.590882293802735
12042,0.467426297117694
12043,0.0976310127509594
12044,0.367356286457686
12045,0.593597565362263
12046,0.516149564116617
12047,0.116282560382404
12048,0.608307546647738
12049,0.859542498480468
12050,0.30749262014228
12051,0.721254918313436
12052,0.158703627245536
12053,0.542679036711025
12054,0.0172489129392602
12055,0.999999266776948
12056,0.949038330012059
12057,0.422505579384555
12058,0.57065517983238
12059,0.662828740024271
12060,0.207775650953799
12061,0.825210252559891
12062,0.877791534586944
12063,0.799569711654741
12064,0.863440247181369
12065,0.579922631818157
12066,0.533896302587713
12067,0.799519916215084
12068,0.757009487080621
12069,0.0100755473840133
12070,0.0691057226888989
12071,0.169864032111898
12072,0.626474534408824
12073,0.551235672488964
12074,0.337002882409966
12075,0.393039971427944
12076,0.87195564846032
12077,0.0205976673734025
12078,0.388879488420987
12079,0.842507014330357
12080,0.584970188551831
12081,0.720171125368147
12082,0.683954374516554
12083,0.946530301192898
12084,0.95309037645322
12085,0.126791340429297
12086,0.16890419407991
12087,0.892609632284152
12088,0.0275119223285207
12089,0.781595040750737
12090,0.902911146006625
12091,0.833837750709798
12092,0.43513791991245
12093,0.460759232481529
12094,0.79333924610418
12095,0.105516541729172
12096,0.969204820701967
12097,0.868922157945042
12098,0.141356773597735
12099,0.347286316502225
12100,0.0475280288746573
12101,0.38639637815111
12102,0.992208089355906
12103,0.0377367523053113
12104,0.0930160752118827
12105,0.917324339944908
12106,0.0633630131770854
12107,0.966646154135045
12108,0.293794171439301
12109,0.12434493099749
12110,0.0561540923237299
12111,0.789020584913454
12112,0.491814653148149
12113,0.832873131811947
12114,0.720523177337367
12115,0.403995503768751
12116,0.650416928420599
12117,0.329323313804323
12118,0.81046530281151
12119,0.14261737803907
12120,0.359611509323567
12121,0.527661389080839
12122,0.567702009308784
12123,0.866714479017934
12124,0.759663114160072
12125,0.875634792129723
12126,0.90409810132631
12127,0.801010914592752
12128,0.101071724341989
12129,0.886744486593345
12130,0.759399717406303
12131,0.0663313102651431
12132,0.16989884612658
12133,0.568541736688037
12134,0.91278586728948
12135,0.0979030924325476
12136,0.875834977180589
12137,0.340771663002801
12138,0.533608567342452
12139,0.967763781426983
12140,0.365150316153025
12141,0.434758728845784
12142,0.135662788146641
12143,0.120527351503173
12144,0.0506127009657129
12145,0.672453836128963
12146,0.983652821708375
12147,0.821160128300158
12148,0.338846712548008
12149,0.855597586994925
12150,0.0181520018544831
12151,0.701973938147925
12152,0.948568303563791
12153,0.0223380783737393
12154,0.577570619019723
12155,0.463840585534605
12156,0.728126362455308
12157,0.752250876669488
12158,0.279292754959033
12159,0.0168380257789884
12160,0.691863183865213
12161,0.645749116478972
12162,0.72805573346299
12163,0.930200695810765
12164,0.557038074903429
12165,0.125870704602208
12166,0.954193877359548
12167,0.687589202508831
12168,0.660487206459104
12169,0.946814882010752
12170,0.0840217344829595
12171,0.162880642521016
12172,0.948122712072265
12173,0.854323385156111
12174,0.906852130550743
12175,0.132530077808515
12176,0.25919146738053
12177,0.969486010046862
12178,0.0154988566516205
12179,0.180245761753583
12180,0.65632336676499
12181,0.510341053544593
12182,0.686446590674928
12183,0.526695549463859
12184,0.554792443746765
12185,0.486077204232835
12186,0.526228021754495
12187,0.406482046049525
12188,0.650012236840208
12189,0.624250154027115
12190,0.787496273062851
12191,0.324029024422493
12192,0.446593656615813
12193,0.138500697452482
12194,0.17214990908299
12195,0.115243856351644
12196,0.677678795911872
12197,0.0780888680219975
12198,0.0547669815574352
12199,0.610952968865379
12200,0.643370459342319
12201,0.999999460825477
12202,0.0268919350109349
12203,0.227227097245959
12204,0.555524109534405
12205,0.99105036870113
12206,0.935778020997111
12207,0.125322100910043
12208,0.784752796158117
12209,0.999994483859416
12210,0.00556281413214374
12211,0.165950645558004
12212,0.436175632427457
12213,0.947197817785605
12214,0.489281526711695
12215,0.831090836054002
12216,0.00476023057981814
12217,0.159343959923077
12218,0.153462722914719
12219,0.2910660238045
12220,0.104841164240638
12221,0.369147838666427
12222,0.0671835374179894
12223,0.02256726938433
12224,0.643333247669459
12225,0.108617877014345
12226,0.66718221477685
12227,0.950383252332717
12228,0.775638022680725
12229,0.643076878386148
12230,0.813478766305585
12231,0.767452046488917
12232,0.968342652454836
12233,0.544950877174052
12234,0.803502556261697
12235,0.238019751176478
12236,0.618922987929784
12237,0.98237974712367
12238,0.109073249632756
12239,0.321364298902767
12240,0.726024369669395
12241,0.435466207076962
12242,0.0958766620280266
12243,0.202420597245433
12244,0.889256558758532
12245,0.651696295621217
12246,0.143484813189862
12247,0.120939206826657
12248,0.916859766664955
12249,0.263877666658165
12250,0.0800264618865597
12251,0.0572891303151035
12252,0.0758937407900567
12253,0.441433964753284
12254,0.643013845839038
12255,0.00725413899323335
12256,0.177745687918256
12257,0.284128544349572
12258,0.00761014688115519
12259,0.101128249158952
12260,0.980335892992944
12261,0.358851894301304
12262,0.0791405892648628
12263,0.840678652799063
12264,0.643225238467122
12265,0.88284100375279
12266,0.0212498316873213
12267,0.0219273643403567
12268,0.51866654770474
12269,0.0214541424148625
12270,0.613382233917068
12271,0.89174949130446
12272,0.702142867085519
12273,0.378299637722228
12274,0.300317629873669
12275,0.695503515788879
12276,0.0300865339605903
12277,0.0742088841629479
12278,0.57191955156494
12279,0.148891457911233
12280,0.290825199939617
12281,0.023545207644578
12282,0.0071662373296017
12283,0.384765003315232
12284,0.0309106409585406
12285,0.442804119397372
12286,0.330723382332547
12287,0.37758871825412
12288,0.0588463636170077
12289,0.390341271412969
12290,0.0868293714278745
12291,0.172455895570736
12292,0.0284730113352619
12293,0.0835524357398693
12294,0.0638796049485347
12295,0.164113733607266
12296,0.0625442846360234
12297,0.51078137251628
12298,0.167855315261482
12299,0.167083699774483
12300,0.0201552956846996
12301,0.0913161895512143
12302,0.0430878212115547
12303,0.22678302514096
12304,0.120331547941732
12305,0.753450168312027
12306,0.0139236752235996
12307,0.199657062141218
12308,0.75945448775123
12309,0.267992728855383
12310,0.907993209467313
12311,0.00711481329810509
12312,0.11643651893409
12313,0.0443614938025459
12314,0.0737601288428912
12315,0.0745921169417738
12316,0.0555061291696533
12317,0.024956114991867
12318,0.445783865721663
12319,0.00406242345807905
12320,0.0746898243791121
12321,0.161296115999414
12322,0.947295584720429
12323,0.0768252066998142
12324,0.884044627379977
12325,0.134848075052869
12326,0.00499629953761122
12327,0.117105437389392
12328,0.0853155758787933
12329,0.0467697519254407
12330,0.0757176185380283
12331,0.616013399087005
12332,0.858251508544417
12333,0.0479290318895521
12334,0.142254207277771
12335,0.0740419107308564
12336,0.00505714935755948
12337,0.0537217149754552
12338,0.0172725137188427
12339,0.374190373123002
12340,0.987515418182524
12341,0.0253855132741601
12342,0.0800431102755322
12343,0.0612576736173886
12344,0.409467398389291
12345,0.191414574908808
12346,0.781985441283679
12347,0.239822314105929
12348,0.95412093176885
12349,0.145687592075879
12350,0.0397298517375916
12351,0.0274966910524289
12352,0.794879740319724
12353,0.957726872438894
12354,0.996889514577501
12355,0.70545304389309
12356,0.0804654943364722
12357,0.505748146724646
12358,0.138132978999888
12359,0.247119238327885
12360,0.0073648082460013
12361,0.289395113543461
12362,0.140121772613506
12363,0.0102607942588398
12364,0.0676841437655202
12365,0.0888796285829913
12366,0.579471106179829
12367,0.433623065780234
12368,0.16698605008166
12369,0.0677253717364582
12370,0.11940231205512
12371,0.0961091891296307
12372,0.115735663788337
12373,0.0656798542162041
12374,0.889911427881823
12375,0.0128397951598315
12376,0.12291129332468
12377,0.0080076492667206
12378,0.168251463069919
12379,0.0700764276088865
12380,0.147720223321652
12381,0.258224446255112
12382,0.0627193099456596
12383,0.103576240874097
12384,0.625634916197673
12385,0.0980130965361529
12386,0.00800993643994201
12387,0.00661432415426187
12388,0.13985615172052
12389,0.097297595320296
12390,0.0162484201290174
12391,0.585419427127511
12392,0.595452903699358
12393,0.069508699677048
12394,0.00285915904991983
12395,0.00839587462073781
12396,0.105433200071765
12397,0.0801303443713725
12398,0.0614847725165743
12399,0.0758572278698619
12400,0.0685871820927808
